ad_duration,cost,impressions,budget,publisher,country,market,creative_type
91,9.64,782,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,243.79,31173,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,15.05,1603,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,6.49,503,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,9.01,790,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,293.77,22249,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,30.04,1819,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,9.57,906,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,5.45,438,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,62.83,4642,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,11.85,844,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,127.6201,8121,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,39.5,1762,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,11.62,1064,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,0.61,117,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,1.72,212,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,25.79,1808,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,1.55,117,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,0.99,146,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,1.13,180,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,1.25,124,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,6.93,806,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,2.26,180,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,66.97,6490,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,59.98,5070,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,86.35,7735,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,57.93,5309,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,164.15,9669,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,89.33,6365,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,87.27,6486,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,316.62,16384,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,85.3,6191,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,91.49,6861,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,4.31,203,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,1.11,60,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,0.51,25,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,7.71,438,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,0.39,24,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,0.2,23,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,0.58,31,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,7.07,318,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,1.14,52,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,2.35,76,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,0.58,61,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,0.42,26,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,32.92,4270,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,12.47,2224,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,9.41,1377,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,87.25,9458,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,4.28,805,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,2.81,524,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,46.31,7246,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,38.9,3069,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,31.79,4093,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,10.38,1779,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,153.91,18613,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,108.98,15204,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,121.33,15339,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,100.96,14216,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,33.07,4316,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,0.77,136,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,12.74,1563,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,0.62,125,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,0.47,92,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,12.52,1647,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,0.97,183,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,0.99,164,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,0.39,49,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,2.87,272,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,659.23,77823,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,90.81,12937,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,47.59,5680,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,122.03,16155,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,75.09,11339,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,123.29,14315,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,557.64,73067,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,0.15,35,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,1.57,119,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,2.81,222,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,0.78,102,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,1.13,87,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,4.72,459,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,27.0,2733,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,0.73,82,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,0.53,75,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,0.3,40,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,0.32,38,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,4.84,517,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,0.23,29,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,43.24,4192,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,16.23,2624,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,179.15,23631,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,15.1,2644,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,8.36,857,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,83.13,11567,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,243.78,25713,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,10.38,1912,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,8.24,949,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,175.63,35148,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,23.54,2752,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,84.72,9740,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,1244.68,136158,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,1020.31,201435,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,1206.43,117729,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,68.6,7940,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,869.95,147995,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,17.61,3260,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,978.65,181524,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,4.01,705,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,0.64,130,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,0.54,83,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,1.46,232,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,2.82,591,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,1.18,247,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,57.35,8242,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,0.77,139,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,26.86,3738,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,0.62,150,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,1.81,289,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,1.0,170,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,0.57,109,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,161.6,13548,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,0.57,120,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,50.55,6365,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,449.09,31238,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,137.33,16325,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,219.27,31998,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,205.78,30527,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,183.27,21284,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,270.18,38409,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,230.72,28948,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,225.58,32756,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,834.02,104483,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,166.23,19955,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,0.78,84,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,2.45,335,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,1.57,172,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,0.38,73,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,0.44,33,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,1.18,139,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,5.38,793,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,2.95,412,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,10.99,1000,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,0.59,60,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,0.23,36,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,4.48,540,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,0.54,57,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,1.24,97,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,1.05,104,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,2.84,708,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,306.33,33102,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,6.16,1369,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,19.38,2488,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,16.8,2756,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,223.92,27356,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,61.03,7372,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,2.67,476,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,1.4,262,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,3.44,602,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,13.58,1377,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,306.93,61883,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,2.84,354,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,4.71,746,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,2.46,390,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,18.06,2354,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,26.61,2842,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,98.45,9625,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,16.02,2297,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,0.13,50,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,0.53,153,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,11.24,1777,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,0.71,162,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,10.25,1730,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,0.9,252,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,215.25,22755,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,289.48,25277,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,34.65,4849,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,128.21,14873,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,49.56,6568,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,220.56,22650,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,37.79,5760,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,37.94,5333,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,27.2,3611,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,34.6,4594,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,43.86,6605,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,48.4,7109,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,34.54,4647,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,1.78,309,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,6.71,738,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,1.23,144,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,1.88,127,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,1.24,110,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,0.79,126,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,1.91,270,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,0.36,47,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,1.74,259,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,1.25,153,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,5.47,679,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,11.16,1447,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,1.12,102,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
91,0.36,40,53.5714285714285,Facebook / Instagram,CA,BC,Link Post
31,16.35,2433,74.2878787878787,Facebook / Instagram,CA,BC,Link Post
31,17.91,4071,74.2878787878787,Facebook / Instagram,CA,BC,Link Post
31,27.74,4374,74.2878787878787,Facebook / Instagram,CA,BC,Link Post
31,57.03,9096,74.2878787878787,Facebook / Instagram,CA,BC,Link Post
31,123.3,18873,74.2878787878787,Facebook / Instagram,CA,BC,Link Post
31,29.04,5209,74.2878787878787,Facebook / Instagram,CA,BC,Link Post
31,33.01,6108,74.2878787878787,Facebook / Instagram,CA,BC,Link Post
31,2.31,853,74.2878787878787,Facebook / Instagram,CA,BC,Link Post
31,38.55,7616,74.2878787878787,Facebook / Instagram,CA,BC,Link Post
31,98.55,16318,74.2878787878787,Facebook / Instagram,CA,BC,Link Post
31,14.49,3246,74.2878787878787,Facebook / Instagram,CA,BC,Link Post
31,47.33,9324,74.2878787878787,Facebook / Instagram,CA,BC,Link Post
31,22.13,3899,74.2878787878787,Facebook / Instagram,CA,BC,Link Post
31,17.6,2296,74.2878787878787,Facebook / Instagram,CA,BC,Link Post
31,47.78,9297,74.2878787878787,Facebook / Instagram,CA,BC,Link Post
31,38.98,6787,74.2878787878787,Facebook / Instagram,CA,BC,Link Post
31,96.58,12446,74.2878787878787,Facebook / Instagram,CA,BC,Link Post
31,18.9,3113,74.2878787878787,Facebook / Instagram,CA,BC,Link Post
